date;month;year;service;type_paiment;affluence;num_month
16/5/2022;Mayo;2022;Atenea;Boleto;11653;5
16/5/2022;Mayo;2022;Atenea;Prepago;42;5
16/5/2022;Mayo;2022;Atenea;Gratuidad;3025;5
16/5/2022;Mayo;2022;Ecoatenea;Boleto;759;5
16/5/2022;Mayo;2022;Ecoatenea;Prepago;91;5
16/5/2022;Mayo;2022;Ecoatenea;Gratuidad;199;5
16/5/2022;Mayo;2022;Ecobús;Boleto;27966;5
16/5/2022;Mayo;2022;Ecobús;Prepago;2211;5
16/5/2022;Mayo;2022;Ecobús;Gratuidad;7288;5
16/5/2022;Mayo;2022;Expdirecto;Boleto;2721;5
16/5/2022;Mayo;2022;Expdirecto;Prepago;333;5
16/5/2022;Mayo;2022;Expdirecto;Gratuidad;712;5
16/5/2022;Mayo;2022;Expreso;Boleto;121425;5
16/5/2022;Mayo;2022;Expreso;Prepago;7674;5
16/5/2022;Mayo;2022;Expreso;Gratuidad;31640;5
16/5/2022;Mayo;2022;Nochebús;Boleto;697;5
16/5/2022;Mayo;2022;Nochebús;Prepago;3;5
16/5/2022;Mayo;2022;Nochebús;Gratuidad;58;5
16/5/2022;Mayo;2022;Ordinario;Boleto;73595;5
16/5/2022;Mayo;2022;Ordinario;Prepago;1072;5
16/5/2022;Mayo;2022;Ordinario;Gratuidad;19136;5
16/5/2022;Mayo;2022;S/Metro;Boleto;50808;5
16/5/2022;Mayo;2022;S/Metro;Prepago;726;5
16/5/2022;Mayo;2022;S/Metro;Gratuidad;13208;5
17/5/2022;Mayo;2022;Servicios Temporales;Boleto;1285;5
17/5/2022;Mayo;2022;Servicios Temporales;Prepago;7;5
17/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;335;5
17/5/2022;Mayo;2022;Atenea;Boleto;14415;5
17/5/2022;Mayo;2022;Atenea;Prepago;24;5
17/5/2022;Mayo;2022;Atenea;Gratuidad;3743;5
17/5/2022;Mayo;2022;Ecoatenea;Boleto;613;5
17/5/2022;Mayo;2022;Ecoatenea;Prepago;78;5
17/5/2022;Mayo;2022;Ecoatenea;Gratuidad;159;5
17/5/2022;Mayo;2022;Ecobús;Boleto;26992;5
17/5/2022;Mayo;2022;Ecobús;Prepago;2336;5
17/5/2022;Mayo;2022;Ecobús;Gratuidad;7049;5
17/5/2022;Mayo;2022;Expdirecto;Boleto;3106;5
17/5/2022;Mayo;2022;Expdirecto;Prepago;377;5
17/5/2022;Mayo;2022;Expdirecto;Gratuidad;807;5
17/5/2022;Mayo;2022;Expreso;Boleto;120775;5
17/5/2022;Mayo;2022;Expreso;Prepago;8015;5
17/5/2022;Mayo;2022;Expreso;Gratuidad;31458;5
17/5/2022;Mayo;2022;Nochebús;Boleto;753;5
17/5/2022;Mayo;2022;Nochebús;Prepago;5;5
17/5/2022;Mayo;2022;Nochebús;Gratuidad;58;5
17/5/2022;Mayo;2022;Ordinario;Boleto;78066;5
17/5/2022;Mayo;2022;Ordinario;Prepago;1163;5
17/5/2022;Mayo;2022;Ordinario;Gratuidad;20293;5
17/5/2022;Mayo;2022;S/Metro;Boleto;46905;5
17/5/2022;Mayo;2022;S/Metro;Prepago;660;5
17/5/2022;Mayo;2022;S/Metro;Gratuidad;12196;5
18/5/2022;Mayo;2022;Servicios Temporales;Boleto;1347;5
18/5/2022;Mayo;2022;Servicios Temporales;Prepago;21;5
18/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;350;5
18/5/2022;Mayo;2022;Atenea;Boleto;12308;5
18/5/2022;Mayo;2022;Atenea;Prepago;3;5
18/5/2022;Mayo;2022;Atenea;Gratuidad;3195;5
18/5/2022;Mayo;2022;Ecoatenea;Boleto;804;5
18/5/2022;Mayo;2022;Ecoatenea;Prepago;90;5
18/5/2022;Mayo;2022;Ecoatenea;Gratuidad;209;5
18/5/2022;Mayo;2022;Ecobús;Boleto;27392;5
18/5/2022;Mayo;2022;Ecobús;Prepago;2357;5
18/5/2022;Mayo;2022;Ecobús;Gratuidad;7141;5
18/5/2022;Mayo;2022;Expdirecto;Boleto;3091;5
18/5/2022;Mayo;2022;Expdirecto;Prepago;373;5
18/5/2022;Mayo;2022;Expdirecto;Gratuidad;807;5
18/5/2022;Mayo;2022;Expreso;Boleto;115407;5
18/5/2022;Mayo;2022;Expreso;Prepago;7657;5
18/5/2022;Mayo;2022;Expreso;Gratuidad;30046;5
18/5/2022;Mayo;2022;Nochebús;Boleto;727;5
18/5/2022;Mayo;2022;Nochebús;Prepago;3;5
18/5/2022;Mayo;2022;Nochebús;Gratuidad;56;5
18/5/2022;Mayo;2022;Ordinario;Boleto;72232;5
18/5/2022;Mayo;2022;Ordinario;Prepago;1128;5
18/5/2022;Mayo;2022;Ordinario;Gratuidad;18773;5
18/5/2022;Mayo;2022;S/Metro;Boleto;49792;5
18/5/2022;Mayo;2022;S/Metro;Prepago;718;5
18/5/2022;Mayo;2022;S/Metro;Gratuidad;12952;5
19/5/2022;Mayo;2022;Servicios Temporales;Boleto;1423;5
19/5/2022;Mayo;2022;Servicios Temporales;Prepago;28;5
19/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;369;5
19/5/2022;Mayo;2022;Atenea;Boleto;16032;5
19/5/2022;Mayo;2022;Atenea;Prepago;16;5
19/5/2022;Mayo;2022;Atenea;Gratuidad;4162;5
19/5/2022;Mayo;2022;Ecoatenea;Boleto;680;5
19/5/2022;Mayo;2022;Ecoatenea;Prepago;99;5
19/5/2022;Mayo;2022;Ecoatenea;Gratuidad;178;5
19/5/2022;Mayo;2022;Ecobús;Boleto;27964;5
19/5/2022;Mayo;2022;Ecobús;Prepago;2113;5
19/5/2022;Mayo;2022;Ecobús;Gratuidad;7286;5
19/5/2022;Mayo;2022;Expdirecto;Boleto;3028;5
19/5/2022;Mayo;2022;Expdirecto;Prepago;412;5
19/5/2022;Mayo;2022;Expdirecto;Gratuidad;785;5
19/5/2022;Mayo;2022;Expreso;Boleto;117179;5
19/5/2022;Mayo;2022;Expreso;Prepago;8779;5
19/5/2022;Mayo;2022;Expreso;Gratuidad;30545;5
19/5/2022;Mayo;2022;Nochebús;Boleto;965;5
19/5/2022;Mayo;2022;Nochebús;Prepago;3;5
19/5/2022;Mayo;2022;Nochebús;Gratuidad;78;5
19/5/2022;Mayo;2022;Ordinario;Boleto;81142;5
19/5/2022;Mayo;2022;Ordinario;Prepago;1239;5
19/5/2022;Mayo;2022;Ordinario;Gratuidad;21099;5
19/5/2022;Mayo;2022;S/Metro;Boleto;48460;5
19/5/2022;Mayo;2022;S/Metro;Prepago;963;5
19/5/2022;Mayo;2022;S/Metro;Gratuidad;12608;5
20/5/2022;Mayo;2022;Servicios Temporales;Boleto;1364;5
20/5/2022;Mayo;2022;Servicios Temporales;Prepago;25;5
20/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;354;5
20/5/2022;Mayo;2022;Atenea;Boleto;14296;5
20/5/2022;Mayo;2022;Atenea;Prepago;1;5
20/5/2022;Mayo;2022;Atenea;Gratuidad;3711;5
20/5/2022;Mayo;2022;Ecoatenea;Boleto;480;5
20/5/2022;Mayo;2022;Ecoatenea;Prepago;66;5
20/5/2022;Mayo;2022;Ecoatenea;Gratuidad;126;5
20/5/2022;Mayo;2022;Ecobús;Boleto;29477;5
20/5/2022;Mayo;2022;Ecobús;Prepago;2367;5
20/5/2022;Mayo;2022;Ecobús;Gratuidad;7695;5
20/5/2022;Mayo;2022;Expdirecto;Boleto;2743;5
20/5/2022;Mayo;2022;Expdirecto;Prepago;296;5
20/5/2022;Mayo;2022;Expdirecto;Gratuidad;715;5
20/5/2022;Mayo;2022;Expreso;Boleto;114303;5
20/5/2022;Mayo;2022;Expreso;Prepago;7689;5
20/5/2022;Mayo;2022;Expreso;Gratuidad;29787;5
20/5/2022;Mayo;2022;Nochebús;Boleto;1385;5
20/5/2022;Mayo;2022;Nochebús;Prepago;2;5
20/5/2022;Mayo;2022;Nochebús;Gratuidad;108;5
20/5/2022;Mayo;2022;Ordinario;Boleto;79826;5
20/5/2022;Mayo;2022;Ordinario;Prepago;1041;5
20/5/2022;Mayo;2022;Ordinario;Gratuidad;20753;5
20/5/2022;Mayo;2022;S/Metro;Boleto;50294;5
20/5/2022;Mayo;2022;S/Metro;Prepago;1091;5
20/5/2022;Mayo;2022;S/Metro;Gratuidad;13089;5
21/5/2022;Mayo;2022;Servicios Temporales;Boleto;991;5
21/5/2022;Mayo;2022;Servicios Temporales;Prepago;31;5
21/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;257;5
21/5/2022;Mayo;2022;Atenea;Boleto;4916;5
21/5/2022;Mayo;2022;Atenea;Prepago;0;5
21/5/2022;Mayo;2022;Atenea;Gratuidad;1276;5
21/5/2022;Mayo;2022;Ecoatenea;Boleto;715;5
21/5/2022;Mayo;2022;Ecoatenea;Prepago;79;5
21/5/2022;Mayo;2022;Ecoatenea;Gratuidad;187;5
21/5/2022;Mayo;2022;Ecobús;Boleto;21569;5
21/5/2022;Mayo;2022;Ecobús;Prepago;1622;5
21/5/2022;Mayo;2022;Ecobús;Gratuidad;5625;5
21/5/2022;Mayo;2022;Expdirecto;Boleto;877;5
21/5/2022;Mayo;2022;Expdirecto;Prepago;38;5
21/5/2022;Mayo;2022;Expdirecto;Gratuidad;229;5
21/5/2022;Mayo;2022;Expreso;Boleto;76673;5
21/5/2022;Mayo;2022;Expreso;Prepago;3929;5
21/5/2022;Mayo;2022;Expreso;Gratuidad;19953;5
21/5/2022;Mayo;2022;Nochebús;Boleto;1472;5
21/5/2022;Mayo;2022;Nochebús;Prepago;4;5
21/5/2022;Mayo;2022;Nochebús;Gratuidad;121;5
21/5/2022;Mayo;2022;Ordinario;Boleto;43128;5
21/5/2022;Mayo;2022;Ordinario;Prepago;576;5
21/5/2022;Mayo;2022;Ordinario;Gratuidad;11207;5
21/5/2022;Mayo;2022;S/Metro;Boleto;37047;5
21/5/2022;Mayo;2022;S/Metro;Prepago;455;5
21/5/2022;Mayo;2022;S/Metro;Gratuidad;9625;5
22/5/2022;Mayo;2022;Servicios Temporales;Boleto;712;5
22/5/2022;Mayo;2022;Servicios Temporales;Prepago;6;5
22/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;185;5
22/5/2022;Mayo;2022;Atenea;Boleto;3066;5
22/5/2022;Mayo;2022;Atenea;Prepago;0;5
22/5/2022;Mayo;2022;Atenea;Gratuidad;795;5
22/5/2022;Mayo;2022;Ecoatenea;Boleto;270;5
22/5/2022;Mayo;2022;Ecoatenea;Prepago;20;5
22/5/2022;Mayo;2022;Ecoatenea;Gratuidad;70;5
22/5/2022;Mayo;2022;Ecobús;Boleto;15170;5
22/5/2022;Mayo;2022;Ecobús;Prepago;893;5
22/5/2022;Mayo;2022;Ecobús;Gratuidad;3944;5
22/5/2022;Mayo;2022;Expdirecto;Boleto;0;5
22/5/2022;Mayo;2022;Expdirecto;Prepago;0;5
22/5/2022;Mayo;2022;Expdirecto;Gratuidad;0;5
22/5/2022;Mayo;2022;Expreso;Boleto;51862;5
22/5/2022;Mayo;2022;Expreso;Prepago;2324;5
22/5/2022;Mayo;2022;Expreso;Gratuidad;13507;5
22/5/2022;Mayo;2022;Nochebús;Boleto;1312;5
22/5/2022;Mayo;2022;Nochebús;Prepago;4;5
22/5/2022;Mayo;2022;Nochebús;Gratuidad;100;5
22/5/2022;Mayo;2022;Ordinario;Boleto;29111;5
22/5/2022;Mayo;2022;Ordinario;Prepago;382;5
22/5/2022;Mayo;2022;Ordinario;Gratuidad;7567;5
22/5/2022;Mayo;2022;S/Metro;Boleto;23090;5
22/5/2022;Mayo;2022;S/Metro;Prepago;257;5
22/5/2022;Mayo;2022;S/Metro;Gratuidad;6000;5
23/5/2022;Mayo;2022;Servicios Temporales;Boleto;1456;5
23/5/2022;Mayo;2022;Servicios Temporales;Prepago;14;5
23/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;379;5
23/5/2022;Mayo;2022;Atenea;Boleto;14872;5
23/5/2022;Mayo;2022;Atenea;Prepago;4;5
23/5/2022;Mayo;2022;Atenea;Gratuidad;3861;5
23/5/2022;Mayo;2022;Ecoatenea;Boleto;1213;5
23/5/2022;Mayo;2022;Ecoatenea;Prepago;126;5
23/5/2022;Mayo;2022;Ecoatenea;Gratuidad;316;5
23/5/2022;Mayo;2022;Ecobús;Boleto;28741;5
23/5/2022;Mayo;2022;Ecobús;Prepago;2219;5
23/5/2022;Mayo;2022;Ecobús;Gratuidad;7484;5
23/5/2022;Mayo;2022;Expdirecto;Boleto;2807;5
23/5/2022;Mayo;2022;Expdirecto;Prepago;309;5
23/5/2022;Mayo;2022;Expdirecto;Gratuidad;733;5
23/5/2022;Mayo;2022;Expreso;Boleto;117125;5
23/5/2022;Mayo;2022;Expreso;Prepago;7918;5
23/5/2022;Mayo;2022;Expreso;Gratuidad;30509;5
23/5/2022;Mayo;2022;Nochebús;Boleto;662;5
23/5/2022;Mayo;2022;Nochebús;Prepago;3;5
23/5/2022;Mayo;2022;Nochebús;Gratuidad;52;5
23/5/2022;Mayo;2022;Ordinario;Boleto;81564;5
23/5/2022;Mayo;2022;Ordinario;Prepago;1214;5
23/5/2022;Mayo;2022;Ordinario;Gratuidad;21214;5
23/5/2022;Mayo;2022;S/Metro;Boleto;46913;5
23/5/2022;Mayo;2022;S/Metro;Prepago;1058;5
23/5/2022;Mayo;2022;S/Metro;Gratuidad;12208;5
24/5/2022;Mayo;2022;Servicios Temporales;Boleto;1572;5
24/5/2022;Mayo;2022;Servicios Temporales;Prepago;25;5
24/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;409;5
24/5/2022;Mayo;2022;Atenea;Boleto;16389;5
24/5/2022;Mayo;2022;Atenea;Prepago;41;5
24/5/2022;Mayo;2022;Atenea;Gratuidad;4255;5
24/5/2022;Mayo;2022;Ecoatenea;Boleto;1044;5
24/5/2022;Mayo;2022;Ecoatenea;Prepago;112;5
24/5/2022;Mayo;2022;Ecoatenea;Gratuidad;271;5
24/5/2022;Mayo;2022;Ecobús;Boleto;29021;5
24/5/2022;Mayo;2022;Ecobús;Prepago;2459;5
24/5/2022;Mayo;2022;Ecobús;Gratuidad;7566;5
24/5/2022;Mayo;2022;Expdirecto;Boleto;2965;5
24/5/2022;Mayo;2022;Expdirecto;Prepago;399;5
24/5/2022;Mayo;2022;Expdirecto;Gratuidad;773;5
24/5/2022;Mayo;2022;Expreso;Boleto;122983;5
24/5/2022;Mayo;2022;Expreso;Prepago;7970;5
24/5/2022;Mayo;2022;Expreso;Gratuidad;32055;5
24/5/2022;Mayo;2022;Nochebús;Boleto;670;5
24/5/2022;Mayo;2022;Nochebús;Prepago;3;5
24/5/2022;Mayo;2022;Nochebús;Gratuidad;54;5
24/5/2022;Mayo;2022;Ordinario;Boleto;75125;5
24/5/2022;Mayo;2022;Ordinario;Prepago;1081;5
24/5/2022;Mayo;2022;Ordinario;Gratuidad;19530;5
24/5/2022;Mayo;2022;S/Metro;Boleto;47961;5
24/5/2022;Mayo;2022;S/Metro;Prepago;1223;5
24/5/2022;Mayo;2022;S/Metro;Gratuidad;12480;5
25/5/2022;Mayo;2022;Servicios Temporales;Boleto;1256;5
25/5/2022;Mayo;2022;Servicios Temporales;Prepago;20;5
25/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;327;5
25/5/2022;Mayo;2022;Atenea;Boleto;15355;5
25/5/2022;Mayo;2022;Atenea;Prepago;14;5
25/5/2022;Mayo;2022;Atenea;Gratuidad;3989;5
25/5/2022;Mayo;2022;Ecoatenea;Boleto;612;5
25/5/2022;Mayo;2022;Ecoatenea;Prepago;93;5
25/5/2022;Mayo;2022;Ecoatenea;Gratuidad;161;5
25/5/2022;Mayo;2022;Ecobús;Boleto;29248;5
25/5/2022;Mayo;2022;Ecobús;Prepago;2556;5
25/5/2022;Mayo;2022;Ecobús;Gratuidad;7620;5
25/5/2022;Mayo;2022;Expdirecto;Boleto;3055;5
25/5/2022;Mayo;2022;Expdirecto;Prepago;340;5
25/5/2022;Mayo;2022;Expdirecto;Gratuidad;794;5
25/5/2022;Mayo;2022;Expreso;Boleto;123387;5
25/5/2022;Mayo;2022;Expreso;Prepago;8944;5
25/5/2022;Mayo;2022;Expreso;Gratuidad;32172;5
25/5/2022;Mayo;2022;Nochebús;Boleto;840;5
25/5/2022;Mayo;2022;Nochebús;Prepago;0;5
25/5/2022;Mayo;2022;Nochebús;Gratuidad;69;5
25/5/2022;Mayo;2022;Ordinario;Boleto;83632;5
25/5/2022;Mayo;2022;Ordinario;Prepago;1330;5
25/5/2022;Mayo;2022;Ordinario;Gratuidad;21745;5
25/5/2022;Mayo;2022;S/Metro;Boleto;47736;5
25/5/2022;Mayo;2022;S/Metro;Prepago;1234;5
25/5/2022;Mayo;2022;S/Metro;Gratuidad;12416;5
26/5/2022;Mayo;2022;Servicios Temporales;Boleto;1075;5
26/5/2022;Mayo;2022;Servicios Temporales;Prepago;19;5
26/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;279;5
26/5/2022;Mayo;2022;Atenea;Boleto;16248;5
26/5/2022;Mayo;2022;Atenea;Prepago;44;5
26/5/2022;Mayo;2022;Atenea;Gratuidad;4218;5
26/5/2022;Mayo;2022;Ecoatenea;Boleto;666;5
26/5/2022;Mayo;2022;Ecoatenea;Prepago;83;5
26/5/2022;Mayo;2022;Ecoatenea;Gratuidad;173;5
26/5/2022;Mayo;2022;Ecobús;Boleto;29339;5
26/5/2022;Mayo;2022;Ecobús;Prepago;2593;5
26/5/2022;Mayo;2022;Ecobús;Gratuidad;7646;5
26/5/2022;Mayo;2022;Expdirecto;Boleto;3064;5
26/5/2022;Mayo;2022;Expdirecto;Prepago;351;5
26/5/2022;Mayo;2022;Expdirecto;Gratuidad;798;5
26/5/2022;Mayo;2022;Expreso;Boleto;122008;5
26/5/2022;Mayo;2022;Expreso;Prepago;9191;5
26/5/2022;Mayo;2022;Expreso;Gratuidad;31785;5
26/5/2022;Mayo;2022;Nochebús;Boleto;1028;5
26/5/2022;Mayo;2022;Nochebús;Prepago;7;5
26/5/2022;Mayo;2022;Nochebús;Gratuidad;86;5
26/5/2022;Mayo;2022;Ordinario;Boleto;79063;5
26/5/2022;Mayo;2022;Ordinario;Prepago;1305;5
26/5/2022;Mayo;2022;Ordinario;Gratuidad;20574;5
26/5/2022;Mayo;2022;S/Metro;Boleto;48540;5
26/5/2022;Mayo;2022;S/Metro;Prepago;1238;5
26/5/2022;Mayo;2022;S/Metro;Gratuidad;12647;5
27/5/2022;Mayo;2022;Servicios Temporales;Boleto;1439;5
27/5/2022;Mayo;2022;Servicios Temporales;Prepago;22;5
27/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;377;5
27/5/2022;Mayo;2022;Atenea;Boleto;15181;5
27/5/2022;Mayo;2022;Atenea;Prepago;69;5
27/5/2022;Mayo;2022;Atenea;Gratuidad;3944;5
27/5/2022;Mayo;2022;Ecoatenea;Boleto;316;5
27/5/2022;Mayo;2022;Ecoatenea;Prepago;55;5
27/5/2022;Mayo;2022;Ecoatenea;Gratuidad;82;5
27/5/2022;Mayo;2022;Ecobús;Boleto;31310;5
27/5/2022;Mayo;2022;Ecobús;Prepago;2504;5
27/5/2022;Mayo;2022;Ecobús;Gratuidad;8165;5
27/5/2022;Mayo;2022;Expdirecto;Boleto;2825;5
27/5/2022;Mayo;2022;Expdirecto;Prepago;305;5
27/5/2022;Mayo;2022;Expdirecto;Gratuidad;740;5
27/5/2022;Mayo;2022;Expreso;Boleto;120559;5
27/5/2022;Mayo;2022;Expreso;Prepago;8551;5
27/5/2022;Mayo;2022;Expreso;Gratuidad;31456;5
27/5/2022;Mayo;2022;Nochebús;Boleto;1209;5
27/5/2022;Mayo;2022;Nochebús;Prepago;2;5
27/5/2022;Mayo;2022;Nochebús;Gratuidad;93;5
27/5/2022;Mayo;2022;Ordinario;Boleto;76562;5
27/5/2022;Mayo;2022;Ordinario;Prepago;1215;5
27/5/2022;Mayo;2022;Ordinario;Gratuidad;19901;5
27/5/2022;Mayo;2022;S/Metro;Boleto;50703;5
27/5/2022;Mayo;2022;S/Metro;Prepago;1022;5
27/5/2022;Mayo;2022;S/Metro;Gratuidad;13199;5
28/5/2022;Mayo;2022;Servicios Temporales;Boleto;957;5
28/5/2022;Mayo;2022;Servicios Temporales;Prepago;25;5
28/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;250;5
28/5/2022;Mayo;2022;Atenea;Boleto;5109;5
28/5/2022;Mayo;2022;Atenea;Prepago;0;5
28/5/2022;Mayo;2022;Atenea;Gratuidad;1327;5
28/5/2022;Mayo;2022;Ecoatenea;Boleto;568;5
28/5/2022;Mayo;2022;Ecoatenea;Prepago;64;5
28/5/2022;Mayo;2022;Ecoatenea;Gratuidad;147;5
28/5/2022;Mayo;2022;Ecobús;Boleto;21858;5
28/5/2022;Mayo;2022;Ecobús;Prepago;1457;5
28/5/2022;Mayo;2022;Ecobús;Gratuidad;5691;5
28/5/2022;Mayo;2022;Expdirecto;Boleto;749;5
28/5/2022;Mayo;2022;Expdirecto;Prepago;63;5
28/5/2022;Mayo;2022;Expdirecto;Gratuidad;195;5
28/5/2022;Mayo;2022;Expreso;Boleto;69426;5
28/5/2022;Mayo;2022;Expreso;Prepago;3954;5
28/5/2022;Mayo;2022;Expreso;Gratuidad;18080;5
28/5/2022;Mayo;2022;Nochebús;Boleto;1563;5
28/5/2022;Mayo;2022;Nochebús;Prepago;2;5
28/5/2022;Mayo;2022;Nochebús;Gratuidad;119;5
28/5/2022;Mayo;2022;Ordinario;Boleto;41067;5
28/5/2022;Mayo;2022;Ordinario;Prepago;516;5
28/5/2022;Mayo;2022;Ordinario;Gratuidad;10674;5
28/5/2022;Mayo;2022;S/Metro;Boleto;36216;5
28/5/2022;Mayo;2022;S/Metro;Prepago;607;5
28/5/2022;Mayo;2022;S/Metro;Gratuidad;9419;5
29/5/2022;Mayo;2022;Servicios Temporales;Boleto;0;5
29/5/2022;Mayo;2022;Servicios Temporales;Prepago;0;5
29/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;0;5
29/5/2022;Mayo;2022;Atenea;Boleto;3193;5
29/5/2022;Mayo;2022;Atenea;Prepago;0;5
29/5/2022;Mayo;2022;Atenea;Gratuidad;827;5
29/5/2022;Mayo;2022;Ecoatenea;Boleto;386;5
29/5/2022;Mayo;2022;Ecoatenea;Prepago;49;5
29/5/2022;Mayo;2022;Ecoatenea;Gratuidad;100;5
29/5/2022;Mayo;2022;Ecobús;Boleto;14267;5
29/5/2022;Mayo;2022;Ecobús;Prepago;969;5
29/5/2022;Mayo;2022;Ecobús;Gratuidad;3715;5
29/5/2022;Mayo;2022;Expdirecto;Boleto;0;5
29/5/2022;Mayo;2022;Expdirecto;Prepago;0;5
29/5/2022;Mayo;2022;Expdirecto;Gratuidad;0;5
29/5/2022;Mayo;2022;Expreso;Boleto;54262;5
29/5/2022;Mayo;2022;Expreso;Prepago;2542;5
29/5/2022;Mayo;2022;Expreso;Gratuidad;14148;5
29/5/2022;Mayo;2022;Nochebús;Boleto;1289;5
29/5/2022;Mayo;2022;Nochebús;Prepago;7;5
29/5/2022;Mayo;2022;Nochebús;Gratuidad;96;5
29/5/2022;Mayo;2022;Ordinario;Boleto;29477;5
29/5/2022;Mayo;2022;Ordinario;Prepago;427;5
29/5/2022;Mayo;2022;Ordinario;Gratuidad;7666;5
29/5/2022;Mayo;2022;S/Metro;Boleto;23953;5
29/5/2022;Mayo;2022;S/Metro;Prepago;650;5
29/5/2022;Mayo;2022;S/Metro;Gratuidad;6229;5
30/5/2022;Mayo;2022;Servicios Temporales;Boleto;0;5
30/5/2022;Mayo;2022;Servicios Temporales;Prepago;19;5
30/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;1;5
30/5/2022;Mayo;2022;Atenea;Boleto;16569;5
30/5/2022;Mayo;2022;Atenea;Prepago;71;5
30/5/2022;Mayo;2022;Atenea;Gratuidad;4302;5
30/5/2022;Mayo;2022;Ecoatenea;Boleto;873;5
30/5/2022;Mayo;2022;Ecoatenea;Prepago;75;5
30/5/2022;Mayo;2022;Ecoatenea;Gratuidad;227;5
30/5/2022;Mayo;2022;Ecobús;Boleto;29389;5
30/5/2022;Mayo;2022;Ecobús;Prepago;2354;5
30/5/2022;Mayo;2022;Ecobús;Gratuidad;7668;5
30/5/2022;Mayo;2022;Expdirecto;Boleto;2994;5
30/5/2022;Mayo;2022;Expdirecto;Prepago;317;5
30/5/2022;Mayo;2022;Expdirecto;Gratuidad;782;5
30/5/2022;Mayo;2022;Expreso;Boleto;118707;5
30/5/2022;Mayo;2022;Expreso;Prepago;8008;5
30/5/2022;Mayo;2022;Expreso;Gratuidad;30970;5
30/5/2022;Mayo;2022;Nochebús;Boleto;754;5
30/5/2022;Mayo;2022;Nochebús;Prepago;4;5
30/5/2022;Mayo;2022;Nochebús;Gratuidad;57;5
30/5/2022;Mayo;2022;Ordinario;Boleto;79213;5
30/5/2022;Mayo;2022;Ordinario;Prepago;1157;5
30/5/2022;Mayo;2022;Ordinario;Gratuidad;20609;5
30/5/2022;Mayo;2022;S/Metro;Boleto;47700;5
30/5/2022;Mayo;2022;S/Metro;Prepago;1184;5
30/5/2022;Mayo;2022;S/Metro;Gratuidad;12422;5
31/5/2022;Mayo;2022;Servicios Temporales;Boleto;0;5
31/5/2022;Mayo;2022;Servicios Temporales;Prepago;16;5
31/5/2022;Mayo;2022;Servicios Temporales;Gratuidad;0;5
31/5/2022;Mayo;2022;Atenea;Boleto;20564;5
31/5/2022;Mayo;2022;Atenea;Prepago;39;5
31/5/2022;Mayo;2022;Atenea;Gratuidad;5339;5
31/5/2022;Mayo;2022;Ecoatenea;Boleto;782;5
31/5/2022;Mayo;2022;Ecoatenea;Prepago;109;5
31/5/2022;Mayo;2022;Ecoatenea;Gratuidad;205;5
31/5/2022;Mayo;2022;Ecobús;Boleto;30801;5
31/5/2022;Mayo;2022;Ecobús;Prepago;2468;5
31/5/2022;Mayo;2022;Ecobús;Gratuidad;8044;5
31/5/2022;Mayo;2022;Expdirecto;Boleto;2922;5
31/5/2022;Mayo;2022;Expdirecto;Prepago;367;5
31/5/2022;Mayo;2022;Expdirecto;Gratuidad;763;5
31/5/2022;Mayo;2022;Expreso;Boleto;122342;5
31/5/2022;Mayo;2022;Expreso;Prepago;8204;5
31/5/2022;Mayo;2022;Expreso;Gratuidad;31893;5
31/5/2022;Mayo;2022;Nochebús;Boleto;791;5
31/5/2022;Mayo;2022;Nochebús;Prepago;0;5
31/5/2022;Mayo;2022;Nochebús;Gratuidad;65;5
31/5/2022;Mayo;2022;Ordinario;Boleto;78937;5
31/5/2022;Mayo;2022;Ordinario;Prepago;1382;5
31/5/2022;Mayo;2022;Ordinario;Gratuidad;20516;5
31/5/2022;Mayo;2022;S/Metro;Boleto;49747;5
31/5/2022;Mayo;2022;S/Metro;Prepago;1279;5
31/5/2022;Mayo;2022;S/Metro;Gratuidad;12939;5
1/6/2022;Junio;2022;Servicios Temporales;Boleto;0;6
1/6/2022;Junio;2022;Servicios Temporales;Prepago;0;6
1/6/2022;Junio;2022;Servicios Temporales;Gratuidad;0;6
1/6/2022;Junio;2022;Atenea;Boleto;20222;6
1/6/2022;Junio;2022;Atenea;Prepago;38;6
1/6/2022;Junio;2022;Atenea;Gratuidad;5932;6
1/6/2022;Junio;2022;Ecoatenea;Boleto;568;6
1/6/2022;Junio;2022;Ecoatenea;Prepago;82;6
1/6/2022;Junio;2022;Ecoatenea;Gratuidad;167;6
1/6/2022;Junio;2022;Ecobús;Boleto;30368;6
1/6/2022;Junio;2022;Ecobús;Prepago;2689;6
1/6/2022;Junio;2022;Ecobús;Gratuidad;8956;6
