date;month;year;service;type_paiment;affluence;num_month
13/5/2023;Mayo;2023;Ecobús;Gratuidad;7685;5
13/5/2023;Mayo;2023;Expdirecto;Boleto;921;5
13/5/2023;Mayo;2023;Expdirecto;Prepago;148;5
13/5/2023;Mayo;2023;Expdirecto;Gratuidad;339;5
13/5/2023;Mayo;2023;Expreso;Boleto;65603;5
13/5/2023;Mayo;2023;Expreso;Prepago;5641;5
13/5/2023;Mayo;2023;Expreso;Gratuidad;24257;5
13/5/2023;Mayo;2023;Nochebús;Boleto;1338;5
13/5/2023;Mayo;2023;Nochebús;Prepago;69;5
13/5/2023;Mayo;2023;Nochebús;Gratuidad;107;5
13/5/2023;Mayo;2023;Ordinario;Boleto;33572;5
13/5/2023;Mayo;2023;Ordinario;Prepago;467;5
13/5/2023;Mayo;2023;Ordinario;Gratuidad;12357;5
13/5/2023;Mayo;2023;S/Metro;Boleto;78101;5
13/5/2023;Mayo;2023;S/Metro;Prepago;28325;5
13/5/2023;Mayo;2023;S/Metro;Gratuidad;28880;5
13/5/2023;Mayo;2023;Servicios Temporales;Boleto;585;5
13/5/2023;Mayo;2023;Servicios Temporales;Prepago;5;5
13/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;215;5
14/5/2023;Mayo;2023;Atenea;Boleto;3347;5
14/5/2023;Mayo;2023;Atenea;Prepago;40;5
14/5/2023;Mayo;2023;Atenea;Gratuidad;1230;5
14/5/2023;Mayo;2023;Ecobús;Boleto;13164;5
14/5/2023;Mayo;2023;Ecobús;Prepago;1161;5
14/5/2023;Mayo;2023;Ecobús;Gratuidad;4853;5
14/5/2023;Mayo;2023;Expreso;Boleto;47409;5
14/5/2023;Mayo;2023;Expreso;Prepago;3424;5
14/5/2023;Mayo;2023;Expreso;Gratuidad;17495;5
14/5/2023;Mayo;2023;Nochebús;Boleto;1527;5
14/5/2023;Mayo;2023;Nochebús;Prepago;108;5
14/5/2023;Mayo;2023;Nochebús;Gratuidad;123;5
14/5/2023;Mayo;2023;Ordinario;Boleto;23887;5
14/5/2023;Mayo;2023;Ordinario;Prepago;403;5
14/5/2023;Mayo;2023;Ordinario;Gratuidad;8795;5
14/5/2023;Mayo;2023;S/Metro;Boleto;60616;5
14/5/2023;Mayo;2023;S/Metro;Prepago;20153;5
14/5/2023;Mayo;2023;S/Metro;Gratuidad;22423;5
14/5/2023;Mayo;2023;Servicios Temporales;Boleto;469;5
14/5/2023;Mayo;2023;Servicios Temporales;Prepago;5;5
14/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;172;5
15/5/2023;Mayo;2023;Atenea;Boleto;8262;5
15/5/2023;Mayo;2023;Atenea;Prepago;82;5
15/5/2023;Mayo;2023;Atenea;Gratuidad;3045;5
15/5/2023;Mayo;2023;Ecobús;Boleto;26951;5
15/5/2023;Mayo;2023;Ecobús;Prepago;2811;5
15/5/2023;Mayo;2023;Ecobús;Gratuidad;9949;5
15/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
15/5/2023;Mayo;2023;Expdirecto;Prepago;3050;5
15/5/2023;Mayo;2023;Expdirecto;Gratuidad;1;5
15/5/2023;Mayo;2023;Expreso;Boleto;95548;5
15/5/2023;Mayo;2023;Expreso;Prepago;8951;5
15/5/2023;Mayo;2023;Expreso;Gratuidad;35403;5
15/5/2023;Mayo;2023;Nochebús;Boleto;750;5
15/5/2023;Mayo;2023;Nochebús;Prepago;27;5
15/5/2023;Mayo;2023;Nochebús;Gratuidad;62;5
15/5/2023;Mayo;2023;Ordinario;Boleto;51858;5
15/5/2023;Mayo;2023;Ordinario;Prepago;894;5
15/5/2023;Mayo;2023;Ordinario;Gratuidad;19109;5
15/5/2023;Mayo;2023;S/Metro;Boleto;89009;5
15/5/2023;Mayo;2023;S/Metro;Prepago;34615;5
15/5/2023;Mayo;2023;S/Metro;Gratuidad;32961;5
15/5/2023;Mayo;2023;Servicios Temporales;Boleto;876;5
15/5/2023;Mayo;2023;Servicios Temporales;Prepago;18;5
15/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;323;5
16/5/2023;Mayo;2023;Atenea;Boleto;10172;5
16/5/2023;Mayo;2023;Atenea;Prepago;107;5
16/5/2023;Mayo;2023;Atenea;Gratuidad;3748;5
16/5/2023;Mayo;2023;Ecobús;Boleto;27684;5
16/5/2023;Mayo;2023;Ecobús;Prepago;3075;5
16/5/2023;Mayo;2023;Ecobús;Gratuidad;10229;5
16/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
16/5/2023;Mayo;2023;Expdirecto;Prepago;4360;5
16/5/2023;Mayo;2023;Expdirecto;Gratuidad;10;5
16/5/2023;Mayo;2023;Expreso;Boleto;109977;5
16/5/2023;Mayo;2023;Expreso;Prepago;11996;5
16/5/2023;Mayo;2023;Expreso;Gratuidad;40731;5
16/5/2023;Mayo;2023;Nochebús;Boleto;666;5
16/5/2023;Mayo;2023;Nochebús;Prepago;33;5
16/5/2023;Mayo;2023;Nochebús;Gratuidad;62;5
16/5/2023;Mayo;2023;Ordinario;Boleto;55827;5
16/5/2023;Mayo;2023;Ordinario;Prepago;1412;5
16/5/2023;Mayo;2023;Ordinario;Gratuidad;20567;5
16/5/2023;Mayo;2023;S/Metro;Boleto;81314;5
16/5/2023;Mayo;2023;S/Metro;Prepago;37770;5
16/5/2023;Mayo;2023;S/Metro;Gratuidad;30167;5
16/5/2023;Mayo;2023;Servicios Temporales;Boleto;1008;5
16/5/2023;Mayo;2023;Servicios Temporales;Prepago;8;5
16/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;370;5
17/5/2023;Mayo;2023;Atenea;Boleto;10473;5
17/5/2023;Mayo;2023;Atenea;Prepago;127;5
17/5/2023;Mayo;2023;Atenea;Gratuidad;3851;5
17/5/2023;Mayo;2023;Ecobús;Boleto;28528;5
17/5/2023;Mayo;2023;Ecobús;Prepago;3067;5
17/5/2023;Mayo;2023;Ecobús;Gratuidad;10541;5
17/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
17/5/2023;Mayo;2023;Expdirecto;Prepago;4342;5
17/5/2023;Mayo;2023;Expdirecto;Gratuidad;11;5
17/5/2023;Mayo;2023;Expreso;Boleto;111113;5
17/5/2023;Mayo;2023;Expreso;Prepago;12372;5
17/5/2023;Mayo;2023;Expreso;Gratuidad;41143;5
17/5/2023;Mayo;2023;Nochebús;Boleto;646;5
17/5/2023;Mayo;2023;Nochebús;Prepago;15;5
17/5/2023;Mayo;2023;Nochebús;Gratuidad;56;5
17/5/2023;Mayo;2023;Ordinario;Boleto;59707;5
17/5/2023;Mayo;2023;Ordinario;Prepago;1381;5
17/5/2023;Mayo;2023;Ordinario;Gratuidad;21996;5
17/5/2023;Mayo;2023;S/Metro;Boleto;77162;5
17/5/2023;Mayo;2023;S/Metro;Prepago;37700;5
17/5/2023;Mayo;2023;S/Metro;Gratuidad;28705;5
17/5/2023;Mayo;2023;Servicios Temporales;Boleto;1320;5
17/5/2023;Mayo;2023;Servicios Temporales;Prepago;19;5
17/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;487;5
18/5/2023;Mayo;2023;Atenea;Boleto;10395;5
18/5/2023;Mayo;2023;Atenea;Prepago;185;5
18/5/2023;Mayo;2023;Atenea;Gratuidad;3828;5
18/5/2023;Mayo;2023;Ecobús;Boleto;28180;5
18/5/2023;Mayo;2023;Ecobús;Prepago;3272;5
18/5/2023;Mayo;2023;Ecobús;Gratuidad;10426;5
18/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
18/5/2023;Mayo;2023;Expdirecto;Prepago;4353;5
18/5/2023;Mayo;2023;Expdirecto;Gratuidad;12;5
18/5/2023;Mayo;2023;Expreso;Boleto;104647;5
18/5/2023;Mayo;2023;Expreso;Prepago;11694;5
18/5/2023;Mayo;2023;Expreso;Gratuidad;38733;5
18/5/2023;Mayo;2023;Nochebús;Boleto;924;5
18/5/2023;Mayo;2023;Nochebús;Prepago;50;5
18/5/2023;Mayo;2023;Nochebús;Gratuidad;71;5
18/5/2023;Mayo;2023;Ordinario;Boleto;57863;5
18/5/2023;Mayo;2023;Ordinario;Prepago;1506;5
18/5/2023;Mayo;2023;Ordinario;Gratuidad;21342;5
18/5/2023;Mayo;2023;S/Metro;Boleto;74818;5
18/5/2023;Mayo;2023;S/Metro;Prepago;36856;5
18/5/2023;Mayo;2023;S/Metro;Gratuidad;27808;5
18/5/2023;Mayo;2023;Servicios Temporales;Boleto;1608;5
18/5/2023;Mayo;2023;Servicios Temporales;Prepago;17;5
18/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;591;5
19/5/2023;Mayo;2023;Atenea;Boleto;9387;5
19/5/2023;Mayo;2023;Atenea;Prepago;120;5
19/5/2023;Mayo;2023;Atenea;Gratuidad;3455;5
19/5/2023;Mayo;2023;Ecobús;Boleto;28706;5
19/5/2023;Mayo;2023;Ecobús;Prepago;2868;5
19/5/2023;Mayo;2023;Ecobús;Gratuidad;10601;5
19/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
19/5/2023;Mayo;2023;Expdirecto;Prepago;3871;5
19/5/2023;Mayo;2023;Expdirecto;Gratuidad;8;5
19/5/2023;Mayo;2023;Expreso;Boleto;106458;5
19/5/2023;Mayo;2023;Expreso;Prepago;11583;5
19/5/2023;Mayo;2023;Expreso;Gratuidad;39419;5
19/5/2023;Mayo;2023;Nochebús;Boleto;939;5
19/5/2023;Mayo;2023;Nochebús;Prepago;62;5
19/5/2023;Mayo;2023;Nochebús;Gratuidad;76;5
19/5/2023;Mayo;2023;Ordinario;Boleto;56238;5
19/5/2023;Mayo;2023;Ordinario;Prepago;1385;5
19/5/2023;Mayo;2023;Ordinario;Gratuidad;20727;5
19/5/2023;Mayo;2023;S/Metro;Boleto;79513;5
19/5/2023;Mayo;2023;S/Metro;Prepago;34657;5
19/5/2023;Mayo;2023;S/Metro;Gratuidad;29492;5
19/5/2023;Mayo;2023;Servicios Temporales;Boleto;1229;5
19/5/2023;Mayo;2023;Servicios Temporales;Prepago;23;5
19/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;456;5
20/5/2023;Mayo;2023;Atenea;Boleto;4873;5
20/5/2023;Mayo;2023;Atenea;Prepago;71;5
20/5/2023;Mayo;2023;Atenea;Gratuidad;1796;5
20/5/2023;Mayo;2023;Ecobús;Boleto;20426;5
20/5/2023;Mayo;2023;Ecobús;Prepago;1761;5
20/5/2023;Mayo;2023;Ecobús;Gratuidad;7528;5
20/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
20/5/2023;Mayo;2023;Expdirecto;Prepago;1032;5
20/5/2023;Mayo;2023;Expdirecto;Gratuidad;2;5
20/5/2023;Mayo;2023;Expreso;Boleto;66380;5
20/5/2023;Mayo;2023;Expreso;Prepago;6075;5
20/5/2023;Mayo;2023;Expreso;Gratuidad;24542;5
20/5/2023;Mayo;2023;Nochebús;Boleto;1202;5
20/5/2023;Mayo;2023;Nochebús;Prepago;49;5
20/5/2023;Mayo;2023;Nochebús;Gratuidad;95;5
20/5/2023;Mayo;2023;Ordinario;Boleto;39180;5
20/5/2023;Mayo;2023;Ordinario;Prepago;656;5
20/5/2023;Mayo;2023;Ordinario;Gratuidad;14419;5
20/5/2023;Mayo;2023;S/Metro;Boleto;78752;5
20/5/2023;Mayo;2023;S/Metro;Prepago;28511;5
20/5/2023;Mayo;2023;S/Metro;Gratuidad;29118;5
20/5/2023;Mayo;2023;Servicios Temporales;Boleto;813;5
20/5/2023;Mayo;2023;Servicios Temporales;Prepago;25;5
20/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;302;5
21/5/2023;Mayo;2023;Atenea;Boleto;3574;5
21/5/2023;Mayo;2023;Atenea;Prepago;37;5
21/5/2023;Mayo;2023;Atenea;Gratuidad;1313;5
21/5/2023;Mayo;2023;Ecobús;Boleto;12653;5
21/5/2023;Mayo;2023;Ecobús;Prepago;1013;5
21/5/2023;Mayo;2023;Ecobús;Gratuidad;4672;5
21/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
21/5/2023;Mayo;2023;Expdirecto;Prepago;0;5
21/5/2023;Mayo;2023;Expdirecto;Gratuidad;1;5
21/5/2023;Mayo;2023;Expreso;Boleto;45681;5
21/5/2023;Mayo;2023;Expreso;Prepago;3626;5
21/5/2023;Mayo;2023;Expreso;Gratuidad;16876;5
21/5/2023;Mayo;2023;Nochebús;Boleto;1325;5
21/5/2023;Mayo;2023;Nochebús;Prepago;117;5
21/5/2023;Mayo;2023;Nochebús;Gratuidad;103;5
21/5/2023;Mayo;2023;Ordinario;Boleto;23450;5
21/5/2023;Mayo;2023;Ordinario;Prepago;461;5
21/5/2023;Mayo;2023;Ordinario;Gratuidad;8635;5
21/5/2023;Mayo;2023;S/Metro;Boleto;59380;5
21/5/2023;Mayo;2023;S/Metro;Prepago;20746;5
21/5/2023;Mayo;2023;S/Metro;Gratuidad;21950;5
21/5/2023;Mayo;2023;Servicios Temporales;Boleto;577;5
21/5/2023;Mayo;2023;Servicios Temporales;Prepago;5;5
21/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;212;5
22/5/2023;Mayo;2023;Atenea;Boleto;8572;5
22/5/2023;Mayo;2023;Atenea;Prepago;104;5
22/5/2023;Mayo;2023;Atenea;Gratuidad;3158;5
22/5/2023;Mayo;2023;Ecobús;Boleto;28446;5
22/5/2023;Mayo;2023;Ecobús;Prepago;2529;5
22/5/2023;Mayo;2023;Ecobús;Gratuidad;10506;5
22/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
22/5/2023;Mayo;2023;Expdirecto;Prepago;3719;5
22/5/2023;Mayo;2023;Expdirecto;Gratuidad;12;5
22/5/2023;Mayo;2023;Expreso;Boleto;106949;5
22/5/2023;Mayo;2023;Expreso;Prepago;9539;5
22/5/2023;Mayo;2023;Expreso;Gratuidad;39556;5
22/5/2023;Mayo;2023;Nochebús;Boleto;707;5
22/5/2023;Mayo;2023;Nochebús;Prepago;17;5
22/5/2023;Mayo;2023;Nochebús;Gratuidad;57;5
22/5/2023;Mayo;2023;Ordinario;Boleto;58398;5
22/5/2023;Mayo;2023;Ordinario;Prepago;1169;5
22/5/2023;Mayo;2023;Ordinario;Gratuidad;21497;5
22/5/2023;Mayo;2023;S/Metro;Boleto;77987;5
22/5/2023;Mayo;2023;S/Metro;Prepago;31384;5
22/5/2023;Mayo;2023;S/Metro;Gratuidad;28890;5
22/5/2023;Mayo;2023;Servicios Temporales;Boleto;1227;5
22/5/2023;Mayo;2023;Servicios Temporales;Prepago;13;5
22/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;453;5
23/5/2023;Mayo;2023;Atenea;Boleto;8866;5
23/5/2023;Mayo;2023;Atenea;Prepago;125;5
23/5/2023;Mayo;2023;Atenea;Gratuidad;3262;5
23/5/2023;Mayo;2023;Ecobús;Boleto;28325;5
23/5/2023;Mayo;2023;Ecobús;Prepago;3048;5
23/5/2023;Mayo;2023;Ecobús;Gratuidad;10465;5
23/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
23/5/2023;Mayo;2023;Expdirecto;Prepago;4476;5
23/5/2023;Mayo;2023;Expdirecto;Gratuidad;13;5
23/5/2023;Mayo;2023;Expreso;Boleto;108716;5
23/5/2023;Mayo;2023;Expreso;Prepago;11911;5
23/5/2023;Mayo;2023;Expreso;Gratuidad;40227;5
23/5/2023;Mayo;2023;Nochebús;Boleto;584;5
23/5/2023;Mayo;2023;Nochebús;Prepago;12;5
23/5/2023;Mayo;2023;Nochebús;Gratuidad;52;5
23/5/2023;Mayo;2023;Ordinario;Boleto;60157;5
23/5/2023;Mayo;2023;Ordinario;Prepago;1502;5
23/5/2023;Mayo;2023;Ordinario;Gratuidad;22178;5
23/5/2023;Mayo;2023;S/Metro;Boleto;72610;5
23/5/2023;Mayo;2023;S/Metro;Prepago;36007;5
23/5/2023;Mayo;2023;S/Metro;Gratuidad;26996;5
23/5/2023;Mayo;2023;Servicios Temporales;Boleto;1029;5
23/5/2023;Mayo;2023;Servicios Temporales;Prepago;12;5
23/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;380;5
24/5/2023;Mayo;2023;Atenea;Boleto;10236;5
24/5/2023;Mayo;2023;Atenea;Prepago;136;5
24/5/2023;Mayo;2023;Atenea;Gratuidad;3771;5
24/5/2023;Mayo;2023;Ecobús;Boleto;29356;5
24/5/2023;Mayo;2023;Ecobús;Prepago;3137;5
24/5/2023;Mayo;2023;Ecobús;Gratuidad;10848;5
24/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
24/5/2023;Mayo;2023;Expdirecto;Prepago;4430;5
24/5/2023;Mayo;2023;Expdirecto;Gratuidad;9;5
24/5/2023;Mayo;2023;Expreso;Boleto;108649;5
24/5/2023;Mayo;2023;Expreso;Prepago;12300;5
24/5/2023;Mayo;2023;Expreso;Gratuidad;40236;5
24/5/2023;Mayo;2023;Nochebús;Boleto;616;5
24/5/2023;Mayo;2023;Nochebús;Prepago;55;5
24/5/2023;Mayo;2023;Nochebús;Gratuidad;51;5
24/5/2023;Mayo;2023;Ordinario;Boleto;60101;5
24/5/2023;Mayo;2023;Ordinario;Prepago;1532;5
24/5/2023;Mayo;2023;Ordinario;Gratuidad;22143;5
24/5/2023;Mayo;2023;S/Metro;Boleto;75017;5
24/5/2023;Mayo;2023;S/Metro;Prepago;36365;5
24/5/2023;Mayo;2023;S/Metro;Gratuidad;27887;5
24/5/2023;Mayo;2023;Servicios Temporales;Boleto;1047;5
24/5/2023;Mayo;2023;Servicios Temporales;Prepago;11;5
24/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;385;5
25/5/2023;Mayo;2023;Atenea;Boleto;10238;5
25/5/2023;Mayo;2023;Atenea;Prepago;195;5
25/5/2023;Mayo;2023;Atenea;Gratuidad;3767;5
25/5/2023;Mayo;2023;Ecobús;Boleto;29245;5
25/5/2023;Mayo;2023;Ecobús;Prepago;3083;5
25/5/2023;Mayo;2023;Ecobús;Gratuidad;10811;5
25/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
25/5/2023;Mayo;2023;Expdirecto;Prepago;4312;5
25/5/2023;Mayo;2023;Expdirecto;Gratuidad;14;5
25/5/2023;Mayo;2023;Expreso;Boleto;106833;5
25/5/2023;Mayo;2023;Expreso;Prepago;12191;5
25/5/2023;Mayo;2023;Expreso;Gratuidad;39549;5
25/5/2023;Mayo;2023;Nochebús;Boleto;826;5
25/5/2023;Mayo;2023;Nochebús;Prepago;59;5
25/5/2023;Mayo;2023;Nochebús;Gratuidad;63;5
25/5/2023;Mayo;2023;Ordinario;Boleto;60569;5
25/5/2023;Mayo;2023;Ordinario;Prepago;1453;5
25/5/2023;Mayo;2023;Ordinario;Gratuidad;22325;5
25/5/2023;Mayo;2023;S/Metro;Boleto;74008;5
25/5/2023;Mayo;2023;S/Metro;Prepago;35814;5
25/5/2023;Mayo;2023;S/Metro;Gratuidad;27484;5
25/5/2023;Mayo;2023;Servicios Temporales;Boleto;854;5
25/5/2023;Mayo;2023;Servicios Temporales;Prepago;2;5
25/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;314;5
26/5/2023;Mayo;2023;Atenea;Boleto;7366;5
26/5/2023;Mayo;2023;Atenea;Prepago;166;5
26/5/2023;Mayo;2023;Atenea;Gratuidad;2712;5
26/5/2023;Mayo;2023;Ecobús;Boleto;28099;5
26/5/2023;Mayo;2023;Ecobús;Prepago;2910;5
26/5/2023;Mayo;2023;Ecobús;Gratuidad;10381;5
26/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
26/5/2023;Mayo;2023;Expdirecto;Prepago;3822;5
26/5/2023;Mayo;2023;Expdirecto;Gratuidad;16;5
26/5/2023;Mayo;2023;Expreso;Boleto;100662;5
26/5/2023;Mayo;2023;Expreso;Prepago;11742;5
26/5/2023;Mayo;2023;Expreso;Gratuidad;37308;5
26/5/2023;Mayo;2023;Nochebús;Boleto;928;5
26/5/2023;Mayo;2023;Nochebús;Prepago;39;5
26/5/2023;Mayo;2023;Nochebús;Gratuidad;79;5
26/5/2023;Mayo;2023;Ordinario;Boleto;58982;5
26/5/2023;Mayo;2023;Ordinario;Prepago;1417;5
26/5/2023;Mayo;2023;Ordinario;Gratuidad;21720;5
26/5/2023;Mayo;2023;S/Metro;Boleto;79856;5
26/5/2023;Mayo;2023;S/Metro;Prepago;35677;5
26/5/2023;Mayo;2023;S/Metro;Gratuidad;29633;5
26/5/2023;Mayo;2023;Servicios Temporales;Boleto;1141;5
26/5/2023;Mayo;2023;Servicios Temporales;Prepago;15;5
26/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;421;5
27/5/2023;Mayo;2023;Atenea;Boleto;5915;5
27/5/2023;Mayo;2023;Atenea;Prepago;142;5
27/5/2023;Mayo;2023;Atenea;Gratuidad;2179;5
27/5/2023;Mayo;2023;Ecobús;Boleto;21722;5
27/5/2023;Mayo;2023;Ecobús;Prepago;1730;5
27/5/2023;Mayo;2023;Ecobús;Gratuidad;8019;5
27/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
27/5/2023;Mayo;2023;Expdirecto;Prepago;1044;5
27/5/2023;Mayo;2023;Expdirecto;Gratuidad;3;5
27/5/2023;Mayo;2023;Expreso;Boleto;63756;5
27/5/2023;Mayo;2023;Expreso;Prepago;5983;5
27/5/2023;Mayo;2023;Expreso;Gratuidad;23593;5
27/5/2023;Mayo;2023;Nochebús;Boleto;1217;5
27/5/2023;Mayo;2023;Nochebús;Prepago;55;5
27/5/2023;Mayo;2023;Nochebús;Gratuidad;99;5
27/5/2023;Mayo;2023;Ordinario;Boleto;35678;5
27/5/2023;Mayo;2023;Ordinario;Prepago;777;5
27/5/2023;Mayo;2023;Ordinario;Gratuidad;13133;5
27/5/2023;Mayo;2023;S/Metro;Boleto;78507;5
27/5/2023;Mayo;2023;S/Metro;Prepago;26397;5
27/5/2023;Mayo;2023;S/Metro;Gratuidad;29035;5
27/5/2023;Mayo;2023;Servicios Temporales;Boleto;816;5
27/5/2023;Mayo;2023;Servicios Temporales;Prepago;18;5
27/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;300;5
28/5/2023;Mayo;2023;Atenea;Boleto;4567;5
28/5/2023;Mayo;2023;Atenea;Prepago;51;5
28/5/2023;Mayo;2023;Atenea;Gratuidad;1684;5
28/5/2023;Mayo;2023;Ecobús;Boleto;13109;5
28/5/2023;Mayo;2023;Ecobús;Prepago;1001;5
28/5/2023;Mayo;2023;Ecobús;Gratuidad;4840;5
28/5/2023;Mayo;2023;Expreso;Boleto;43859;5
28/5/2023;Mayo;2023;Expreso;Prepago;3629;5
28/5/2023;Mayo;2023;Expreso;Gratuidad;16200;5
28/5/2023;Mayo;2023;Nochebús;Boleto;1231;5
28/5/2023;Mayo;2023;Nochebús;Prepago;119;5
28/5/2023;Mayo;2023;Nochebús;Gratuidad;99;5
28/5/2023;Mayo;2023;Ordinario;Boleto;24047;5
28/5/2023;Mayo;2023;Ordinario;Prepago;552;5
28/5/2023;Mayo;2023;Ordinario;Gratuidad;8859;5
28/5/2023;Mayo;2023;S/Metro;Boleto;59032;5
28/5/2023;Mayo;2023;S/Metro;Prepago;18574;5
28/5/2023;Mayo;2023;S/Metro;Gratuidad;21824;5
28/5/2023;Mayo;2023;Servicios Temporales;Boleto;685;5
28/5/2023;Mayo;2023;Servicios Temporales;Prepago;16;5
28/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;252;5
29/5/2023;Mayo;2023;Atenea;Boleto;9495;5
29/5/2023;Mayo;2023;Atenea;Prepago;173;5
29/5/2023;Mayo;2023;Atenea;Gratuidad;3502;5
29/5/2023;Mayo;2023;Ecobús;Boleto;28298;5
29/5/2023;Mayo;2023;Ecobús;Prepago;2817;5
29/5/2023;Mayo;2023;Ecobús;Gratuidad;10466;5
29/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
29/5/2023;Mayo;2023;Expdirecto;Prepago;4223;5
29/5/2023;Mayo;2023;Expdirecto;Gratuidad;11;5
29/5/2023;Mayo;2023;Expreso;Boleto;104003;5
29/5/2023;Mayo;2023;Expreso;Prepago;11416;5
29/5/2023;Mayo;2023;Expreso;Gratuidad;38530;5
29/5/2023;Mayo;2023;Nochebús;Boleto;465;5
29/5/2023;Mayo;2023;Nochebús;Prepago;24;5
29/5/2023;Mayo;2023;Nochebús;Gratuidad;40;5
29/5/2023;Mayo;2023;Ordinario;Boleto;60509;5
29/5/2023;Mayo;2023;Ordinario;Prepago;1425;5
29/5/2023;Mayo;2023;Ordinario;Gratuidad;22297;5
29/5/2023;Mayo;2023;S/Metro;Boleto;75424;5
29/5/2023;Mayo;2023;S/Metro;Prepago;33689;5
29/5/2023;Mayo;2023;S/Metro;Gratuidad;27975;5
29/5/2023;Mayo;2023;Servicios Temporales;Boleto;1284;5
29/5/2023;Mayo;2023;Servicios Temporales;Prepago;16;5
29/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;473;5
30/5/2023;Mayo;2023;Atenea;Boleto;10081;5
30/5/2023;Mayo;2023;Atenea;Prepago;174;5
30/5/2023;Mayo;2023;Atenea;Gratuidad;3715;5
30/5/2023;Mayo;2023;Ecobús;Boleto;27977;5
30/5/2023;Mayo;2023;Ecobús;Prepago;2773;5
30/5/2023;Mayo;2023;Ecobús;Gratuidad;10332;5
30/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
30/5/2023;Mayo;2023;Expdirecto;Prepago;4190;5
30/5/2023;Mayo;2023;Expdirecto;Gratuidad;15;5
30/5/2023;Mayo;2023;Expreso;Boleto;110613;5
30/5/2023;Mayo;2023;Expreso;Prepago;11967;5
30/5/2023;Mayo;2023;Expreso;Gratuidad;40960;5
30/5/2023;Mayo;2023;Nochebús;Boleto;598;5
30/5/2023;Mayo;2023;Nochebús;Prepago;11;5
30/5/2023;Mayo;2023;Nochebús;Gratuidad;56;5
30/5/2023;Mayo;2023;Ordinario;Boleto;60925;5
30/5/2023;Mayo;2023;Ordinario;Prepago;1517;5
30/5/2023;Mayo;2023;Ordinario;Gratuidad;22448;5
30/5/2023;Mayo;2023;S/Metro;Boleto;73095;5
30/5/2023;Mayo;2023;S/Metro;Prepago;34668;5
30/5/2023;Mayo;2023;S/Metro;Gratuidad;27140;5
30/5/2023;Mayo;2023;Servicios Temporales;Boleto;1547;5
30/5/2023;Mayo;2023;Servicios Temporales;Prepago;13;5
30/5/2023;Mayo;2023;Servicios Temporales;Gratuidad;568;5
31/5/2023;Mayo;2023;Atenea;Boleto;10942;5
31/5/2023;Mayo;2023;Atenea;Prepago;184;5
31/5/2023;Mayo;2023;Atenea;Gratuidad;4034;5
31/5/2023;Mayo;2023;Ecobús;Boleto;28497;5
31/5/2023;Mayo;2023;Ecobús;Prepago;2787;5
31/5/2023;Mayo;2023;Ecobús;Gratuidad;10522;5
31/5/2023;Mayo;2023;Expdirecto;Boleto;0;5
31/5/2023;Mayo;2023;Expdirecto;Prepago;3709;5
31/5/2023;Mayo;2023;Expdirecto;Gratuidad;5;5
31/5/2023;Mayo;2023;Expreso;Boleto;108454;5
31/5/2023;Mayo;2023;Expreso;Prepago;11690;5
31/5/2023;Mayo;2023;Expreso;Gratuidad;40142;5
31/5/2023;Mayo;2023;Nochebús;Boleto;689;5
31/5/2023;Mayo;2023;Nochebús;Prepago;18;5
31/5/2023;Mayo;2023;Nochebús;Gratuidad;61;5
31/5/2023;Mayo;2023;Ordinario;Boleto;62959;5
31/5/2023;Mayo;2023;Ordinario;Prepago;1560;5
31/5/2023;Mayo;2023;Ordinario;Gratuidad;23203;5
31/5/2023;Mayo;2023;S/Metro;Boleto;75052;5
31/5/2023;Mayo;2023;S/Metro;Prepago;32725;5
31/5/2023;Mayo;2023;S/Metro;Gratuidad;27840;5
31/5/2023;Mayo;2023;Servicios Temporales;Boleto;1630;5
